pdb_code,dataset,label
MANY-1lrt_2,MANY,1
MANY-1lrz_1,MANY,0
MANY-1lsh_2,MANY,0
MANY-1lv7_2,MANY,0
MANY-1lva_1,MANY,0
MANY-1lvo_1,MANY,1
MANY-1lw6_1,MANY,1
MANY-1lxi_1,MANY,1
MANY-1lyx_1,MANY,1
MANY-1m0s_1,MANY,1
MANY-1m0u_1,MANY,1
MANY-1m0w_2,MANY,0
MANY-1m1f_1,MANY,1
MANY-1m2t_1,MANY,1
MANY-1m31_1,MANY,1
MANY-1m41_1,MANY,1
MANY-1m47_1,MANY,0
MANY-1m4k_1,MANY,0
MANY-1m4y_1,MANY,1
MANY-1m4y_4,MANY,1
MANY-1m6j_1,MANY,1
MANY-1m6w_1,MANY,1
MANY-1m7v_1,MANY,1
MANY-1m7x_3,MANY,0
MANY-1mau_2,MANY,0
MANY-1md6_1,MANY,0
MANY-1mee_1,MANY,1
MANY-1mfl_1,MANY,0
MANY-1mfw_1,MANY,0
MANY-1mg2_1,MANY,1
MANY-1mg2_10,MANY,1
MANY-1mg2_7,MANY,1
MANY-1mhc_1,MANY,1
MANY-1mix_1,MANY,0
MANY-1mjf_1,MANY,1
MANY-1mjh_1,MANY,1
MANY-1mjt_1,MANY,1
MANY-1mkb_1,MANY,1
MANY-1mkk_1,MANY,1
MANY-1mkp_1,MANY,0
MANY-1mkz_2,MANY,1
MANY-1ml4_1,MANY,1
MANY-1ml9_1,MANY,0
MANY-1mld_1,MANY,1
MANY-1mmi_1,MANY,1
MANY-1mng_1,MANY,1
MANY-1mo0_1,MANY,1
MANY-1moj_1,MANY,1
MANY-1moj_10,MANY,1
MANY-1mol_1,MANY,0
MANY-1mq7_1,MANY,1
MANY-1mr8_1,MANY,1
MANY-1msk_1,MANY,0
MANY-1mso_2,MANY,1
MANY-1mtc_1,MANY,1
MANY-1mtp_2,MANY,0
MANY-1mul_1,MANY,1
MANY-1mv4_1,MANY,1
MANY-1mw8_1,MANY,0
MANY-1mxh_2,MANY,1
MANY-1mxh_3,MANY,1
MANY-1my6_1,MANY,1
MANY-1myl_1,MANY,1
MANY-1mza_1,MANY,0
MANY-1mzb_1,MANY,1
MANY-1mzw_1,MANY,0
MANY-1n0l_2,MANY,1
MANY-1n0u_1,MANY,0
MANY-1n0w_2,MANY,0
MANY-1n18_1,MANY,1
MANY-1n1f_1,MANY,0
MANY-1n1q_2,MANY,1
MANY-1n1v_1,MANY,0
MANY-1n26_2,MANY,0
MANY-1n2o_1,MANY,1
MANY-1n3l_1,MANY,1
MANY-1n4k_1,MANY,0
MANY-1n6b_2,MANY,0
MANY-1n7h_2,MANY,1
MANY-1n7s_1,MANY,1
MANY-1n7s_2,MANY,1
MANY-1n7s_4,MANY,1
MANY-1n83_1,MANY,0
MANY-1n8j_10,MANY,1
MANY-1n8y_1,MANY,0
MANY-1naq_3,MANY,1
MANY-1nas_1,MANY,1
MANY-1nb2_1,MANY,1
MANY-1nbw_2,MANY,0
MANY-1ndl_2,MANY,1
MANY-1ne2_1,MANY,0
MANY-1neg_2,MANY,0
MANY-1nez_1,MANY,1
MANY-1nf4_3,MANY,1
MANY-1nfj_1,MANY,1
MANY-1nfr_1,MANY,1
MANY-1ng6_1,MANY,0
MANY-1nh9_1,MANY,1
MANY-1nhk_1,MANY,1
MANY-1nhw_1,MANY,1
MANY-1ni9_2,MANY,0
MANY-1njj_1,MANY,1
MANY-1njk_2,MANY,1
MANY-1njk_4,MANY,1
MANY-1nli_1,MANY,0
MANY-1nm2_1,MANY,0
MANY-1nmb_1,MANY,1
MANY-1nml_1,MANY,1
MANY-1nn4_2,MANY,1
MANY-1nn7_2,MANY,1
MANY-1nog_1,MANY,1
MANY-1npl_1,MANY,1
MANY-1npt_4,MANY,1
MANY-1nsh_1,MANY,1
MANY-1nst_1,MANY,0
MANY-1nt3_1,MANY,1
MANY-1ntc_1,MANY,1
MANY-1ntm_11,MANY,1
MANY-1ntm_12,MANY,1
MANY-1ntm_14,MANY,1
MANY-1ntm_3,MANY,1
MANY-1ntm_5,MANY,1
MANY-1ntm_6,MANY,1
MANY-1ntm_9,MANY,1
MANY-1nty_1,MANY,0
MANY-1nv0_1,MANY,1
MANY-1nwa_1,MANY,0
MANY-1nwk_1,MANY,0
MANY-1nwm_1,MANY,0
MANY-1nwz_1,MANY,0
MANY-1nxj_2,MANY,1
MANY-1nxq_1,MANY,1
MANY-1nyw_1,MANY,1
MANY-1nza_1,MANY,1
MANY-1o0w_1,MANY,1
MANY-1o17_1,MANY,1
MANY-1o1x_1,MANY,1
MANY-1o2d_1,MANY,1
MANY-1o4v_1,MANY,1
MANY-1o4v_2,MANY,1
MANY-1o4v_3,MANY,1
MANY-1o54_3,MANY,0
MANY-1o5k_1,MANY,1
MANY-1o5l_1,MANY,1
MANY-1o5z_1,MANY,0
MANY-1o60_2,MANY,1
MANY-1o63_2,MANY,0
MANY-1o6e_1,MANY,1
MANY-1o6k_2,MANY,0
MANY-1o6t_2,MANY,0
MANY-1o7u_1,MANY,0
MANY-1o89_1,MANY,1
MANY-1o9d_1,MANY,1
MANY-1o9r_1,MANY,1
MANY-1o9r_7,MANY,1
MANY-1oah_3,MANY,0
MANY-1ob9_1,MANY,1
MANY-1obf_1,MANY,1
MANY-1obf_3,MANY,1
MANY-1ocs_1,MANY,0
MANY-1odd_1,MANY,0
MANY-1odf_1,MANY,0
MANY-1odo_1,MANY,0
MANY-1oe0_1,MANY,1
MANY-1oe8_1,MANY,1
MANY-1oe9_1,MANY,1
MANY-1oep_1,MANY,1
MANY-1ofe_2,MANY,0
MANY-1ofl_1,MANY,0
MANY-1og1_1,MANY,0
MANY-1ohe_2,MANY,0
MANY-1oht_1,MANY,0
MANY-1oi6_1,MANY,1
MANY-1ois_1,MANY,0
MANY-1oj6_3,MANY,0
MANY-1oj7_1,MANY,1
MANY-1ojr_1,MANY,1
MANY-1okb_1,MANY,0
MANY-1okt_2,MANY,1
MANY-1olz_2,MANY,0
MANY-1om0_1,MANY,0
MANY-1on1_1,MANY,1
MANY-1onh_1,MANY,0
MANY-1oni_2,MANY,1
MANY-1onq_1,MANY,1
MANY-1oo0_1,MANY,1
MANY-1oo2_2,MANY,1
MANY-1ooa_2,MANY,1
MANY-1ooe_1,MANY,1
MANY-1oqc_1,MANY,1
MANY-1or7_4,MANY,0
MANY-1orr_2,MANY,1
MANY-1os3_2,MANY,1
MANY-1os4_3,MANY,1
MANY-1osc_3,MANY,1
MANY-1otf_3,MANY,1
MANY-1otf_6,MANY,1
MANY-1otv_3,MANY,1
MANY-1ovt_1,MANY,0
MANY-1ow1_1,MANY,0
MANY-1owo_1,MANY,0
MANY-1oxg_1,MANY,0
MANY-1oxs_1,MANY,0
MANY-1oyj_1,MANY,1
MANY-1oys_1,MANY,1
MANY-1oyw_1,MANY,0
MANY-1oz7_1,MANY,1
MANY-1oz9_1,MANY,0
MANY-1ozn_1,MANY,0
MANY-1p0f_1,MANY,1
MANY-1p1l_1,MANY,1
MANY-1p27_2,MANY,1
MANY-1p2q_1,MANY,1
MANY-1p2x_1,MANY,0
MANY-1p4m_1,MANY,0
MANY-1p5s_1,MANY,0
MANY-1p61_1,MANY,1
MANY-1p78_1,MANY,1
MANY-1p7g_17,MANY,1
MANY-1p7p_1,MANY,0
MANY-1p90_1,MANY,0
MANY-1pa2_1,MANY,0
MANY-1pax_1,MANY,0
MANY-1pbv_1,MANY,0
MANY-1pc3_1,MANY,0
MANY-1pcf_1,MANY,1
MANY-1pcm_1,MANY,0
MANY-1pda_2,MANY,0
MANY-1pdk_1,MANY,1
MANY-1pdo_1,MANY,1
MANY-1pdy_1,MANY,1
MANY-1pfk_2,MANY,1
MANY-1phn_3,MANY,1
MANY-1pi1_2,MANY,0
MANY-1pie_1,MANY,0
MANY-1pii_1,MANY,0
MANY-1pkl_8,MANY,1
MANY-1pl8_1,MANY,1
MANY-1plq_2,MANY,1
MANY-1pm7_1,MANY,1
MANY-1pmi_1,MANY,0
MANY-1pn9_1,MANY,1
MANY-1po5_2,MANY,0
MANY-1pqz_1,MANY,1
MANY-1pr9_2,MANY,1
MANY-1psr_1,MANY,1
MANY-1psu_2,MANY,1
MANY-1psw_1,MANY,0
MANY-1pv9_1,MANY,1
MANY-1pvc_4,MANY,1
MANY-1pvv_1,MANY,1
MANY-1px0_1,MANY,1
MANY-1px0_3,MANY,1
MANY-1px5_1,MANY,0
MANY-1pxy_1,MANY,0
MANY-1pzt_1,MANY,0
MANY-1pzw_2,MANY,0
MANY-1q0r_1,MANY,0
MANY-1q0s_1,MANY,0
MANY-1q20_1,MANY,0
MANY-1q2l_1,MANY,0
MANY-1q2w_1,MANY,1
MANY-1q3x_1,MANY,0
MANY-1q4r_1,MANY,1
MANY-1q4s_1,MANY,1
MANY-1q4v_1,MANY,1
MANY-1q51_24,MANY,1
MANY-1q5h_2,MANY,1
MANY-1q5n_2,MANY,1
MANY-1q5n_3,MANY,1
MANY-1q5z_1,MANY,0
MANY-1q7b_2,MANY,1
MANY-1q7r_1,MANY,0
MANY-1qb0_1,MANY,0
MANY-1qba_2,MANY,0
MANY-1qcs_1,MANY,0
MANY-1qcz_1,MANY,1
MANY-1qcz_2,MANY,1
MANY-1qcz_3,MANY,1
MANY-1qd5_1,MANY,0
MANY-1qd9_3,MANY,1
MANY-1qdr_1,MANY,0
MANY-1qe6_1,MANY,1
MANY-1qgh_1,MANY,1
MANY-1qgr_1,MANY,0
MANY-1qhv_1,MANY,1
MANY-1qiy_4,MANY,1
MANY-1qiz_4,MANY,1
MANY-1qj0_1,MANY,1
MANY-1qja_1,MANY,1
MANY-1qnn_2,MANY,1
MANY-1qnp_1,MANY,0
MANY-1qnt_1,MANY,0
MANY-1qpc_1,MANY,0
MANY-1qqp_1,MANY,1
MANY-1qs0_2,MANY,1
MANY-1qsa_1,MANY,0
MANY-1qsl_1,MANY,0
MANY-1qtn_3,MANY,1
MANY-1qu9_1,MANY,1
MANY-1qur_2,MANY,1
MANY-1qy7_1,MANY,1
MANY-1qz4_1,MANY,0
MANY-1r03_1,MANY,1
MANY-1r03_2,MANY,1
MANY-1r05_1,MANY,1
MANY-1r0k_2,MANY,1
MANY-1r1v_1,MANY,1
MANY-1r26_1,MANY,0
MANY-1r28_1,MANY,1
MANY-1r2f_1,MANY,1
MANY-1r2t_1,MANY,1
MANY-1r3f_1,MANY,0
MANY-1r4x_1,MANY,0
MANY-1r5b_2,MANY,0
MANY-1r5m_1,MANY,0
MANY-1r5q_2,MANY,0
MANY-1r6c_1,MANY,0
MANY-1r6d_1,MANY,1
MANY-1r6f_1,MANY,0
MANY-1r6j_1,MANY,0
MANY-1r6l_2,MANY,1
MANY-1r6u_1,MANY,1
MANY-1r6v_1,MANY,0
MANY-1r6x_1,MANY,0
MANY-1r7j_1,MANY,1
MANY-1r8h_1,MANY,1
MANY-1r9c_1,MANY,1
MANY-1rc7_1,MANY,1
MANY-1rci_1,MANY,1
MANY-1rci_2,MANY,1
MANY-1rcq_2,MANY,0
MANY-1rcx_15,MANY,1
MANY-1rcx_6,MANY,1
MANY-1rdr_1,MANY,0
MANY-1re3_1,MANY,1
MANY-1re3_4,MANY,1
MANY-1re3_6,MANY,1
MANY-1rew_1,MANY,1
MANY-1rf9_1,MANY,0
MANY-1rfj_1,MANY,0
MANY-1rif_1,MANY,0
MANY-1riw_2,MANY,1
MANY-1rje_2,MANY,0
MANY-1rjw_1,MANY,1
MANY-1rk8_1,MANY,1
MANY-1rkx_2,MANY,1
MANY-1rl9_1,MANY,0
MANY-1rli_1,MANY,1
MANY-1rm4_2,MANY,1
MANY-1rm4_5,MANY,1
MANY-1roa_1,MANY,0
MANY-1roc_1,MANY,0
MANY-1rop_1,MANY,1
MANY-1rov_1,MANY,0
MANY-1rpn_1,MANY,1
MANY-1rpx_2,MANY,1
MANY-1rq2_2,MANY,0
MANY-1rqj_1,MANY,1
MANY-1rrk_1,MANY,0
MANY-1rrm_1,MANY,1
MANY-1rsc_20,MANY,1
MANY-1rsc_9,MANY,1
MANY-1rss_1,MANY,0
MANY-1rtt_1,MANY,1
MANY-1rtw_2,MANY,1
MANY-1rty_2,MANY,1
MANY-1ru0_1,MANY,1
MANY-1rv6_1,MANY,1
MANY-1rv8_2,MANY,1
MANY-1rvv_29,MANY,1
MANY-1rw1_1,MANY,0
MANY-1rwe_1,MANY,1
MANY-1rx0_1,MANY,1
MANY-1rx0_3,MANY,1
MANY-1rxz_2,MANY,1
MANY-1rye_1,MANY,1
MANY-1rz3_1,MANY,0
MANY-1rz4_2,MANY,0
MANY-1rzm_1,MANY,1
MANY-1rzq_2,MANY,1
MANY-1s0y_1,MANY,1
MANY-1s0y_10,MANY,1
MANY-1s1f_1,MANY,0
MANY-1s1t_3,MANY,0
MANY-1s2m_1,MANY,0
MANY-1s3j_1,MANY,1
MANY-1s3o_1,MANY,1
MANY-1s3q_5,MANY,1
MANY-1s4q_1,MANY,0
MANY-1s4u_1,MANY,0
MANY-1s4y_1,MANY,1
MANY-1s57_3,MANY,1
MANY-1s5j_2,MANY,0
MANY-1s5u_1,MANY,1
MANY-1s68_1,MANY,0
MANY-1s7f_1,MANY,1
MANY-1s7z_1,MANY,0
MANY-1s8j_1,MANY,0
MANY-1sb8_1,MANY,1
MANY-1sbk_2,MANY,1
MANY-1sbx_1,MANY,0
MANY-1sbz_4,MANY,1
MANY-1sc0_2,MANY,1
MANY-1sc3_2,MANY,1
MANY-1sc4_3,MANY,1
MANY-1scj_1,MANY,1
MANY-1sdj_3,MANY,0
MANY-1se0_1,MANY,0
MANY-1sek_2,MANY,0
MANY-1sfl_1,MANY,1
MANY-1sg1_1,MANY,1
MANY-1sg4_3,MANY,1
MANY-1sgl_1,MANY,0
MANY-1sjv_2,MANY,0
MANY-1sjy_2,MANY,0
MANY-1smb_2,MANY,0
MANY-1smd_1,MANY,0
MANY-1sny_1,MANY,1
MANY-1soz_3,MANY,1
MANY-1spb_1,MANY,1
MANY-1spx_2,MANY,1
MANY-1sqs_1,MANY,1
MANY-1sqw_1,MANY,0
MANY-1st8_1,MANY,0
MANY-1suj_1,MANY,0
MANY-1suw_1,MANY,1
MANY-1suw_4,MANY,1
MANY-1svd_2,MANY,1
MANY-1svd_3,MANY,1
MANY-1swf_2,MANY,1
MANY-1sxv_2,MANY,1
MANY-1sz7_1,MANY,1
MANY-1szn_1,MANY,0
MANY-1t00_1,MANY,0
MANY-1t0a_3,MANY,1
MANY-1t0i_1,MANY,1
MANY-1t15_1,MANY,0
MANY-1t1e_2,MANY,0
MANY-1t1u_1,MANY,0
MANY-1t2a_2,MANY,1
MANY-1t5b_1,MANY,1
MANY-1t5i_1,MANY,0
MANY-1t6e_1,MANY,0
MANY-1t6j_4,MANY,1
MANY-1t6l_1,MANY,0
MANY-1t6n_1,MANY,0
MANY-1t80_1,MANY,0
MANY-1t94_1,MANY,0
MANY-1t9h_1,MANY,0
MANY-1t9z_1,MANY,0
MANY-1ta9_1,MANY,1
MANY-1tag_1,MANY,0
MANY-1taw_1,MANY,1
MANY-1taz_2,MANY,0
MANY-1tc5_3,MANY,1
MANY-1td2_2,MANY,0
MANY-1tdh_1,MANY,0
MANY-1te5_2,MANY,0
MANY-1te6_1,MANY,1
MANY-1tec_1,MANY,1
MANY-1tf5_1,MANY,0
MANY-1tff_1,MANY,0
MANY-1tfg_1,MANY,1
MANY-1tfg_2,MANY,0
MANY-1tfr_1,MANY,0
MANY-1tg6_6,MANY,1
MANY-1th7_8,MANY,1
MANY-1tib_1,MANY,0
MANY-1tku_1,MANY,1
MANY-1tl2_2,MANY,0
MANY-1tlo_1,MANY,0
MANY-1top_1,MANY,0
MANY-1tpl_4,MANY,0
MANY-1tpy_1,MANY,0
MANY-1tq4_1,MANY,0
MANY-1tq7_1,MANY,1
MANY-1tqj_1,MANY,1
MANY-1tqx_1,MANY,1
MANY-1tr9_1,MANY,0
MANY-1trk_2,MANY,0
MANY-1trz_1,MANY,1
MANY-1tsy_2,MANY,0
MANY-1ttw_1,MANY,1
MANY-1tu8_1,MANY,1
MANY-1tuf_2,MANY,0
MANY-1tvf_1,MANY,0
MANY-1tw9_3,MANY,1
MANY-1twf_10,MANY,1
MANY-1twf_11,MANY,1
MANY-1twf_12,MANY,1
MANY-1twf_13,MANY,1
MANY-1twf_15,MANY,1
MANY-1twf_5,MANY,1
MANY-1twf_6,MANY,1
MANY-1twf_7,MANY,1
MANY-1twf_8,MANY,1
MANY-1twf_9,MANY,1
MANY-1twl_2,MANY,1
MANY-1txd_2,MANY,0
MANY-1txj_1,MANY,0
MANY-1txy_1,MANY,1
MANY-1ty4_3,MANY,0
MANY-1tyf_13,MANY,1
MANY-1tyl_1,MANY,1
MANY-1tym_1,MANY,1
MANY-1u00_1,MANY,0
MANY-1u02_2,MANY,0
MANY-1u04_1,MANY,0
MANY-1u0t_2,MANY,1
MANY-1u11_1,MANY,1
MANY-1u11_2,MANY,1
MANY-1u11_4,MANY,1
MANY-1u1j_1,MANY,0
MANY-1u1t_5,MANY,1
MANY-1u2c_1,MANY,0
MANY-1u2l_3,MANY,0
MANY-1u4d_1,MANY,0
MANY-1u4e_1,MANY,1
MANY-1u4n_2,MANY,0
MANY-1u59_1,MANY,0
MANY-1u5x_1,MANY,1
MANY-1u6e_2,MANY,0
MANY-1u6t_1,MANY,0
MANY-1u7b_2,MANY,1
MANY-1u7l_2,MANY,0
MANY-1u7n_2,MANY,0
MANY-1u8f_2,MANY,1
MANY-1u8w_2,MANY,1
MANY-1u9e_1,MANY,1
MANY-1u9j_1,MANY,1
MANY-1u9t_1,MANY,0
MANY-1udd_1,MANY,1
MANY-1udh_1,MANY,0
MANY-1udq_2,MANY,1
MANY-1udv_1,MANY,1
MANY-1udx_1,MANY,0
MANY-1ued_1,MANY,0
MANY-1ueg_1,MANY,0
MANY-1uek_1,MANY,0
MANY-1ufa_3,MANY,0
MANY-1ugn_1,MANY,0
MANY-1uh5_1,MANY,1
MANY-1uh5_3,MANY,1
MANY-1uhn_1,MANY,0
MANY-1ui5_2,MANY,0
MANY-1uim_2,MANY,0
MANY-1uir_1,MANY,1
MANY-1uj6_1,MANY,1
MANY-1ujn_1,MANY,1
MANY-1ukw_1,MANY,1
MANY-1ukw_2,MANY,1
MANY-1ulh_1,MANY,1
MANY-1uli_1,MANY,1
MANY-1uli_6,MANY,1
MANY-1uli_8,MANY,1
MANY-1uls_2,MANY,1
MANY-1ulu_2,MANY,1
MANY-1ulu_4,MANY,1
MANY-1ulz_1,MANY,1
MANY-1umc_1,MANY,1
MANY-1umn_1,MANY,1
MANY-1unf_1,MANY,1
MANY-1uok_1,MANY,0
MANY-1uou_1,MANY,1
MANY-1uoz_1,MANY,0
MANY-1up1_1,MANY,0
MANY-1upk_1,MANY,0
MANY-1upm_22,MANY,1
MANY-1upw_1,MANY,0
MANY-1uqr_1,MANY,1
MANY-1uqr_15,MANY,1
MANY-1uqx_1,MANY,1
MANY-1urd_1,MANY,0
MANY-1urq_1,MANY,1
MANY-1urq_2,MANY,1
MANY-1urq_3,MANY,1
MANY-1ush_1,MANY,0
MANY-1usl_3,MANY,1
MANY-1usm_1,MANY,1
MANY-1ut9_1,MANY,0
MANY-1utu_2,MANY,0
MANY-1uuf_1,MANY,1
MANY-1uuq_1,MANY,0
MANY-1uuy_1,MANY,1
MANY-1uv4_1,MANY,0
MANY-1ux2_10,MANY,1
MANY-1uxe_1,MANY,1
MANY-1uz9_2,MANY,1
MANY-1uzn_1,MANY,1
MANY-1uzr_1,MANY,1
MANY-1v0z_4,MANY,1
MANY-1v18_2,MANY,0
MANY-1v30_2,MANY,0
MANY-1v3r_3,MANY,1
MANY-1v4k_1,MANY,1
MANY-1v5i_1,MANY,1
MANY-1v6d_1,MANY,0
MANY-1v6y_1,MANY,0
MANY-1v76_1,MANY,0
MANY-1v7p_1,MANY,1
MANY-1v8f_1,MANY,1
MANY-1v8g_1,MANY,1
MANY-1v8i_2,MANY,0
MANY-1vb5_1,MANY,1
MANY-1vbh_2,MANY,0
MANY-1vdk_4,MANY,1
MANY-1vdw_1,MANY,1
MANY-1ve1_2,MANY,0
MANY-1ve3_1,MANY,0
MANY-1vf3_1,MANY,1
MANY-1vfq_1,MANY,0
MANY-1vg0_4,MANY,0
MANY-1vgk_1,MANY,1
MANY-1vh9_2,MANY,1
MANY-1vha_5,MANY,1
MANY-1vho_2,MANY,0
MANY-1vhs_1,MANY,1
MANY-1vi4_1,MANY,1
MANY-1vj0_2,MANY,1
MANY-1vj1_1,MANY,0
MANY-1vjf_1,MANY,0
MANY-1vjg_2,MANY,0
MANY-1vjr_1,MANY,1
MANY-1vjy_1,MANY,0
MANY-1vkb_1,MANY,0
MANY-1vkn_2,MANY,1
MANY-1vkw_2,MANY,0
MANY-1vl7_1,MANY,1
MANY-1vl8_1,MANY,1
MANY-1vlg_2,MANY,1
MANY-1vlg_9,MANY,1
MANY-1vlj_1,MANY,1
MANY-1vlo_1,MANY,0
MANY-1vls_2,MANY,0
MANY-1vlv_1,MANY,1
MANY-1vm0_2,MANY,1
MANY-1vm6_2,MANY,1
MANY-1vm6_3,MANY,1
MANY-1vmb_1,MANY,0
MANY-1vpk_1,MANY,1
MANY-1vpl_3,MANY,0
MANY-1vpm_2,MANY,1
MANY-1vpq_3,MANY,0
MANY-1vqt_1,MANY,1
MANY-1vqu_1,MANY,1
MANY-1vrd_2,MANY,1
MANY-1vrm_1,MANY,0
MANY-1vrw_1,MANY,1
MANY-1vrw_3,MANY,1
MANY-1vs0_1,MANY,0
MANY-1vs1_3,MANY,1
MANY-1vsk_1,MANY,1
MANY-1vsr_1,MANY,0
MANY-1vsu_2,MANY,1
MANY-1vsu_3,MANY,1
MANY-1vyi_1,MANY,0
MANY-1vyq_3,MANY,1
MANY-1vzo_1,MANY,0
MANY-1w0j_7,MANY,1
MANY-1w17_1,MANY,0
MANY-1w1u_4,MANY,0
MANY-1w24_2,MANY,0
MANY-1w27_4,MANY,0
MANY-1w27_5,MANY,1
MANY-1w29_2,MANY,1
MANY-1w37_2,MANY,1
MANY-1w3y_1,MANY,0
MANY-1w4r_4,MANY,1
MANY-1w4r_5,MANY,1
MANY-1w4s_1,MANY,0
MANY-1w4t_2,MANY,0
MANY-1w6k_1,MANY,0
MANY-1w6t_1,MANY,1
MANY-1w6u_3,MANY,1
MANY-1w78_1,MANY,0
MANY-1w7g_1,MANY,1
MANY-1w7x_1,MANY,1
MANY-1w8p_3,MANY,1
MANY-1w98_1,MANY,1
MANY-1w9a_1,MANY,1
MANY-1w9c_3,MANY,0
MANY-1wa5_3,MANY,0
MANY-1wal_2,MANY,0
MANY-1waq_1,MANY,1
MANY-1wb0_1,MANY,0
MANY-1wbi_2,MANY,1
MANY-1wch_1,MANY,0
MANY-1wcx_1,MANY,0
MANY-1wd5_1,MANY,0
MANY-1wdd_2,MANY,1
MANY-1wdd_4,MANY,1
MANY-1wer_1,MANY,0
MANY-1wgb_2,MANY,0
MANY-1wjg_2,MANY,1
MANY-1wkc_2,MANY,0
MANY-1wkj_1,MANY,1
MANY-1wky_1,MANY,0
MANY-1wlf_1,MANY,0
MANY-1wlt_1,MANY,1
MANY-1wmw_2,MANY,1
MANY-1wmw_3,MANY,0
MANY-1wmx_1,MANY,0
MANY-1wn1_1,MANY,1
MANY-1wna_1,MANY,0
MANY-1wnh_2,MANY,0
MANY-1wno_3,MANY,0
MANY-1woq_1,MANY,1
MANY-1woy_1,MANY,0
MANY-1woz_1,MANY,1
MANY-1wpa_1,MANY,0
MANY-1wq3_1,MANY,1
MANY-1wq8_1,MANY,1
MANY-1wq9_1,MANY,1
MANY-1wql_1,MANY,1
MANY-1wql_2,MANY,1
MANY-1wql_3,MANY,1
MANY-1wrj_1,MANY,0
MANY-1wrt_1,MANY,1
MANY-1ws9_2,MANY,1
MANY-1ws9_3,MANY,1
MANY-1wsa_1,MANY,1
MANY-1wsr_2,MANY,0
MANY-1wu1_1,MANY,1
MANY-1wu3_1,MANY,0
MANY-1wvg_1,MANY,1
MANY-1wvi_2,MANY,1
MANY-1wvt_1,MANY,1
MANY-1wxr_2,MANY,0
MANY-1wy1_3,MANY,1
MANY-1wyw_2,MANY,0
MANY-1wz8_5,MANY,1
MANY-1x06_2,MANY,0
MANY-1x0l_1,MANY,1
MANY-1x0t_1,MANY,0
MANY-1x13_3,MANY,0
MANY-1x19_2,MANY,0
MANY-1x1e_2,MANY,1
MANY-1x1j_1,MANY,0
MANY-1x1t_1,MANY,1
MANY-1x25_2,MANY,1
MANY-1x3e_4,MANY,1
MANY-1x7h_1,MANY,1
MANY-1x91_1,MANY,0
MANY-1xag_1,MANY,1
MANY-1xc6_1,MANY,0
MANY-1xda_3,MANY,1
MANY-1xdz_1,MANY,0
MANY-1xf1_2,MANY,0
MANY-1xfc_1,MANY,1
MANY-1xfj_1,MANY,0
MANY-1xg5_2,MANY,1
MANY-1xhl_1,MANY,1
MANY-1xi2_1,MANY,1
MANY-1xjd_1,MANY,0
MANY-1xk4_5,MANY,1
MANY-1xkb_2,MANY,1
MANY-1xkn_1,MANY,0
MANY-1xkq_3,MANY,1
MANY-1xkr_1,MANY,0
MANY-1xky_2,MANY,1
MANY-1xmj_1,MANY,0
MANY-1xmk_1,MANY,0
MANY-1xmp_4,MANY,1
MANY-1xmp_5,MANY,1
MANY-1xo5_2,MANY,0
MANY-1xod_1,MANY,0
MANY-1xov_1,MANY,0
MANY-1xpi_3,MANY,0
MANY-1xqa_1,MANY,1
MANY-1xqp_1,MANY,0
MANY-1xre_1,MANY,1
MANY-1xrg_2,MANY,1
MANY-1xt0_1,MANY,0
MANY-1xte_1,MANY,0
MANY-1xti_1,MANY,0
MANY-1xtt_1,MANY,1
MANY-1xtz_1,MANY,1
MANY-1xub_2,MANY,0
MANY-1xuq_1,MANY,1
MANY-1xvy_1,MANY,0
MANY-1xw7_1,MANY,1
MANY-1xx4_1,MANY,1
MANY-1xx6_1,MANY,1
MANY-1xx6_2,MANY,1
MANY-1xx9_3,MANY,1
MANY-1xxx_1,MANY,1
MANY-1xy7_1,MANY,1
MANY-1y08_2,MANY,0
MANY-1y14_1,MANY,1
MANY-1y17_1,MANY,1
MANY-1y42_1,MANY,1
MANY-1y43_2,MANY,0
MANY-1y44_2,MANY,0
MANY-1y4c_1,MANY,0
MANY-1y4i_2,MANY,1
MANY-1y4i_3,MANY,1
MANY-1y5e_3,MANY,1
MANY-1y67_1,MANY,1
MANY-1y79_1,MANY,0
MANY-1y8t_2,MANY,1
MANY-1y9a_2,MANY,1
MANY-1y9x_1,MANY,1
MANY-1yar_12,MANY,1
MANY-1yar_16,MANY,1
MANY-1yar_24,MANY,1
MANY-1yar_29,MANY,1
MANY-1yar_8,MANY,1
MANY-1yb1_1,MANY,1
MANY-1yb5_1,MANY,1
MANY-1yde_4,MANY,1
MANY-1ydg_6,MANY,1
MANY-1ydx_2,MANY,0
MANY-1yfq_1,MANY,0
MANY-1ygb_2,MANY,0
MANY-1ygh_1,MANY,0
MANY-1yh2_1,MANY,0
MANY-1yht_2,MANY,0
MANY-1yi8_1,MANY,1
MANY-1yii_1,MANY,0
MANY-1yio_1,MANY,0
MANY-1yiq_1,MANY,0
MANY-1yis_3,MANY,1
MANY-1yks_1,MANY,0
MANY-1yle_2,MANY,0
MANY-1yli_1,MANY,1
MANY-1ypf_1,MANY,1
MANY-1yqb_1,MANY,0
MANY-1yqd_1,MANY,1
MANY-1yqt_1,MANY,0
MANY-1yqy_1,MANY,0
MANY-1yr0_1,MANY,1
MANY-1yr2_1,MANY,0
MANY-1yre_1,MANY,1
MANY-1yrv_2,MANY,0
MANY-1yrw_2,MANY,0
MANY-1ys4_1,MANY,1
MANY-1ysq_1,MANY,0
